date,amount,vendor,classes
2023-02-27,263.76,EssentialOils Co,POOLSIDE
2023-02-27,6536.45,GourmetImports,RESTAURANT
2023-02-27,1709.52,FlowerDesign,RESTAURANT
2023-02-27,2301.22,TechConcierge,WELLNESS_SPA
2023-02-27,6470.49,PoolChem Experts,WELLNESS_SPA
2023-02-27,1621.04,FlowerDesign,WELLNESS_SPA
2023-02-28,6544.52,LuxuryLinens,HOUSEKEEPING
2023-02-28,2500.5,TechConcierge,HOUSEKEEPING
2023-02-28,3643.78,EssentialOils Co,POOLSIDE
2023-02-28,5347.36,GourmetImports,RESTAURANT
2023-02-28,398.51,LuxuryLinens,WELLNESS_SPA
2023-02-28,942.94,EssentialOils Co,WELLNESS_SPA
2023-03-01,2569.84,EssentialOils Co,HOUSEKEEPING
2023-03-01,2080.88,PoolChem Experts,HOUSEKEEPING
2023-03-01,1915.33,FlowerDesign,HOUSEKEEPING
2023-03-01,510.82,GourmetImports,POOLSIDE
2023-03-01,1505.73,FlowerDesign,POOLSIDE
2023-03-01,2068.5,LuxuryLinens,RESTAURANT
2023-03-01,1495.25,EssentialOils Co,RESTAURANT
2023-03-01,968.28,GourmetImports,WELLNESS_SPA
2023-03-01,256.26,FlowerDesign,WELLNESS_SPA
2023-03-02,920.73,LuxuryLinens,HOUSEKEEPING
2023-03-02,6949.29,PoolChem Experts,HOUSEKEEPING
2023-03-02,1832.62,FlowerDesign,HOUSEKEEPING
2023-03-02,6157.02,TechConcierge,POOLSIDE
2023-03-02,1376.91,GourmetImports,POOLSIDE
2023-03-02,1059.03,LuxuryLinens,RESTAURANT
2023-03-02,7100.15,TechConcierge,RESTAURANT
2023-03-02,368.45,GourmetImports,RESTAURANT
2023-03-02,1618.08,GourmetImports,WELLNESS_SPA
2023-03-02,4091.16,FlowerDesign,WELLNESS_SPA
2023-03-03,4707.27,EssentialOils Co,HOUSEKEEPING
2023-03-03,1222.39,FlowerDesign,HOUSEKEEPING
2023-03-03,3397.5,LuxuryLinens,POOLSIDE
2023-03-03,444.3,EssentialOils Co,POOLSIDE
2023-03-03,2084.83,FlowerDesign,POOLSIDE
2023-03-03,3828.41,TechConcierge,RESTAURANT
2023-03-03,4635.14,TechConcierge,WELLNESS_SPA
2023-03-04,5218.72,EssentialOils Co,HOUSEKEEPING
2023-03-04,1379.97,PoolChem Experts,HOUSEKEEPING
2023-03-04,5932.47,LuxuryLinens,POOLSIDE
2023-03-04,4275.16,TechConcierge,POOLSIDE
2023-03-04,2474.27,PoolChem Experts,RESTAURANT
2023-03-04,2219.84,GourmetImports,WELLNESS_SPA
2023-03-05,10493.64,GourmetImports,HOUSEKEEPING
2023-03-05,2243.9,PoolChem Experts,POOLSIDE
2023-03-05,6383.12,GourmetImports,RESTAURANT
2023-03-05,9130.42,FlowerDesign,RESTAURANT
2023-03-05,4857.79,EssentialOils Co,WELLNESS_SPA
2023-03-05,2987.87,PoolChem Experts,WELLNESS_SPA
2023-03-06,13968.75,EssentialOils Co,HOUSEKEEPING
2023-03-06,1492.72,PoolChem Experts,HOUSEKEEPING
2023-03-06,7001.52,FlowerDesign,HOUSEKEEPING
2023-03-06,1122.65,LuxuryLinens,POOLSIDE
2023-03-06,1175.91,EssentialOils Co,POOLSIDE
2023-03-06,7817.78,EssentialOils Co,RESTAURANT
2023-03-06,914.9,EssentialOils Co,WELLNESS_SPA
2023-03-06,2436.68,TechConcierge,WELLNESS_SPA
2023-03-06,546.67,GourmetImports,WELLNESS_SPA
2023-03-07,3216.1,LuxuryLinens,HOUSEKEEPING
2023-03-07,1839.12,GourmetImports,POOLSIDE
2023-03-07,832.81,LuxuryLinens,RESTAURANT
2023-03-07,1690.84,GourmetImports,RESTAURANT
2023-03-07,1393.3,FlowerDesign,RESTAURANT
2023-03-07,1114.63,LuxuryLinens,WELLNESS_SPA
2023-03-07,2179.07,EssentialOils Co,WELLNESS_SPA
2023-03-08,207.18,LuxuryLinens,HOUSEKEEPING
2023-03-08,4382.74,PoolChem Experts,HOUSEKEEPING
2023-03-08,4475.32,GourmetImports,HOUSEKEEPING
2023-03-08,799.99,LuxuryLinens,POOLSIDE
2023-03-08,1746.45,FlowerDesign,POOLSIDE
2023-03-08,3294.24,LuxuryLinens,RESTAURANT
2023-03-08,4439.82,EssentialOils Co,RESTAURANT
2023-03-08,701.1,TechConcierge,WELLNESS_SPA
2023-03-09,284.87,LuxuryLinens,HOUSEKEEPING
2023-03-09,1291.52,TechConcierge,HOUSEKEEPING
2023-03-09,32154.64,PoolChem Experts,HOUSEKEEPING
2023-03-09,2243.51,PoolChem Experts,POOLSIDE
2023-03-09,13912.81,TechConcierge,RESTAURANT
2023-03-09,435.82,PoolChem Experts,RESTAURANT
2023-03-09,1779.79,GourmetImports,RESTAURANT
2023-03-09,631.94,GourmetImports,WELLNESS_SPA
2023-03-09,349.6,FlowerDesign,WELLNESS_SPA
2023-03-10,1260.6,GourmetImports,HOUSEKEEPING
2023-03-10,928.06,FlowerDesign,HOUSEKEEPING
2023-03-10,6604.92,LuxuryLinens,POOLSIDE
2023-03-10,3598.03,EssentialOils Co,POOLSIDE
2023-03-10,270.1,LuxuryLinens,RESTAURANT
2023-03-10,3532.4,EssentialOils Co,RESTAURANT
2023-03-10,262.93,LuxuryLinens,WELLNESS_SPA
2023-03-10,1118.23,EssentialOils Co,WELLNESS_SPA
2023-03-11,1114.38,LuxuryLinens,HOUSEKEEPING
2023-03-11,2010.43,EssentialOils Co,HOUSEKEEPING
2023-03-11,290.66,LuxuryLinens,POOLSIDE
2023-03-11,731.06,EssentialOils Co,POOLSIDE
2023-03-11,2727.07,GourmetImports,RESTAURANT
2023-03-11,1863.19,FlowerDesign,RESTAURANT
2023-03-11,2221.54,GourmetImports,WELLNESS_SPA
2023-03-11,1989.05,FlowerDesign,WELLNESS_SPA
2023-03-12,4745.96,GourmetImports,HOUSEKEEPING
2023-03-12,6067.94,FlowerDesign,HOUSEKEEPING
2023-03-12,874.09,LuxuryLinens,POOLSIDE
2023-03-12,962.3,EssentialOils Co,POOLSIDE
2023-03-12,1352.97,LuxuryLinens,RESTAURANT
2023-03-12,2542.93,EssentialOils Co,RESTAURANT
2023-03-12,557.05,EssentialOils Co,WELLNESS_SPA
2023-03-13,868.65,TechConcierge,HOUSEKEEPING
2023-03-13,2582.76,LuxuryLinens,POOLSIDE
2023-03-13,493.12,TechConcierge,POOLSIDE
2023-03-13,2714.32,FlowerDesign,POOLSIDE
2023-03-13,1627.32,LuxuryLinens,RESTAURANT
2023-03-13,284.98,EssentialOils Co,RESTAURANT
2023-03-13,3290.55,LuxuryLinens,WELLNESS_SPA
2023-03-13,486.23,TechConcierge,WELLNESS_SPA
2023-03-13,1489.22,EssentialOils Co,WELLNESS_SPA
2023-03-14,1127.79,FlowerDesign,HOUSEKEEPING
2023-03-14,828.29,PoolChem Experts,POOLSIDE
2023-03-14,3863.39,LuxuryLinens,RESTAURANT
2023-03-14,1031.05,EssentialOils Co,RESTAURANT
2023-03-14,704.22,LuxuryLinens,WELLNESS_SPA
2023-03-14,1009.38,EssentialOils Co,WELLNESS_SPA
2023-03-15,534.73,LuxuryLinens,HOUSEKEEPING
2023-03-15,8762.29,EssentialOils Co,HOUSEKEEPING
2023-03-15,2262.03,LuxuryLinens,POOLSIDE
2023-03-15,387.11,TechConcierge,POOLSIDE
2023-03-15,532.42,LuxuryLinens,RESTAURANT
2023-03-15,2500.03,TechConcierge,RESTAURANT
2023-03-15,1636.91,FlowerDesign,RESTAURANT
2023-03-15,18112.85,TechConcierge,WELLNESS_SPA
2023-03-15,2881.86,PoolChem Experts,WELLNESS_SPA
2023-03-16,649.74,LuxuryLinens,HOUSEKEEPING
2023-03-16,387.34,PoolChem Experts,HOUSEKEEPING
2023-03-16,42142.95,GourmetImports,HOUSEKEEPING
2023-03-16,3132.32,GourmetImports,POOLSIDE
2023-03-16,1514.34,FlowerDesign,POOLSIDE
2023-03-16,1093.51,PoolChem Experts,RESTAURANT
2023-03-16,1074.03,FlowerDesign,RESTAURANT
2023-03-16,836.71,TechConcierge,WELLNESS_SPA
2023-03-16,1894.07,PoolChem Experts,WELLNESS_SPA
2023-03-17,4721.15,LuxuryLinens,HOUSEKEEPING
2023-03-17,2398.67,EssentialOils Co,HOUSEKEEPING
2023-03-17,4578.36,GourmetImports,POOLSIDE
2023-03-17,3837.28,FlowerDesign,POOLSIDE
2023-03-17,2551.63,GourmetImports,RESTAURANT
2023-03-17,400.98,FlowerDesign,RESTAURANT
2023-03-17,757.44,GourmetImports,WELLNESS_SPA
2023-03-18,367.11,GourmetImports,HOUSEKEEPING
2023-03-18,1651.65,FlowerDesign,HOUSEKEEPING
2023-03-18,642.2,LuxuryLinens,POOLSIDE
2023-03-18,1062.65,PoolChem Experts,POOLSIDE
2023-03-18,22441.79,FlowerDesign,POOLSIDE
2023-03-18,4362.57,LuxuryLinens,RESTAURANT
2023-03-18,994.59,EssentialOils Co,RESTAURANT
2023-03-18,406.89,LuxuryLinens,WELLNESS_SPA
2023-03-18,982.18,EssentialOils Co,WELLNESS_SPA
2023-03-19,1105.21,TechConcierge,HOUSEKEEPING
2023-03-19,1136.27,EssentialOils Co,POOLSIDE
2023-03-19,4824.91,GourmetImports,POOLSIDE
2023-03-19,2060.66,GourmetImports,RESTAURANT
2023-03-19,2542.57,FlowerDesign,RESTAURANT
2023-03-19,873.65,TechConcierge,WELLNESS_SPA
2023-03-19,881.08,PoolChem Experts,WELLNESS_SPA
2023-03-19,836.06,GourmetImports,WELLNESS_SPA
2023-03-20,26863.86,LuxuryLinens,HOUSEKEEPING
2023-03-20,2864.18,GourmetImports,POOLSIDE
2023-03-20,502.4,FlowerDesign,POOLSIDE
2023-03-20,3362.77,GourmetImports,RESTAURANT
2023-03-20,787.74,FlowerDesign,RESTAURANT
2023-03-20,2032.71,GourmetImports,WELLNESS_SPA
2023-03-20,10834.67,FlowerDesign,WELLNESS_SPA
2023-03-21,1608.05,TechConcierge,HOUSEKEEPING
2023-03-21,3493.68,EssentialOils Co,HOUSEKEEPING
2023-03-21,2102.54,PoolChem Experts,HOUSEKEEPING
2023-03-21,1695.12,FlowerDesign,POOLSIDE
2023-03-21,2870.92,PoolChem Experts,RESTAURANT
2023-03-21,2406.29,GourmetImports,WELLNESS_SPA
2023-03-21,840.16,FlowerDesign,WELLNESS_SPA
2023-03-22,1573.91,FlowerDesign,HOUSEKEEPING
2023-03-22,2044.37,LuxuryLinens,POOLSIDE
2023-03-22,1251.45,PoolChem Experts,POOLSIDE
2023-03-22,617.29,GourmetImports,POOLSIDE
2023-03-22,77908.58,LuxuryLinens,RESTAURANT
2023-03-22,6490.56,EssentialOils Co,RESTAURANT
2023-03-22,78604.13,FlowerDesign,RESTAURANT
2023-03-22,4446.12,GourmetImports,WELLNESS_SPA
2023-03-22,1680.56,FlowerDesign,WELLNESS_SPA
2023-03-23,1637.62,TechConcierge,HOUSEKEEPING
2023-03-23,2023.93,PoolChem Experts,HOUSEKEEPING
2023-03-23,1041.94,LuxuryLinens,POOLSIDE
2023-03-23,1871.36,FlowerDesign,POOLSIDE
2023-03-23,1782.65,LuxuryLinens,RESTAURANT
2023-03-23,5250.76,LuxuryLinens,WELLNESS_SPA
2023-03-24,1216.35,FlowerDesign,HOUSEKEEPING
2023-03-24,996.47,TechConcierge,POOLSIDE
2023-03-24,2150.05,GourmetImports,RESTAURANT
2023-03-24,1944.64,FlowerDesign,RESTAURANT
2023-03-24,1488.49,TechConcierge,WELLNESS_SPA
2023-03-24,486.58,EssentialOils Co,WELLNESS_SPA
2023-03-25,1079.89,LuxuryLinens,HOUSEKEEPING
2023-03-25,4539.95,GourmetImports,HOUSEKEEPING
2023-03-25,1428.94,PoolChem Experts,POOLSIDE
2023-03-25,2233.95,LuxuryLinens,RESTAURANT
2023-03-25,720.91,EssentialOils Co,RESTAURANT
2023-03-25,1411.89,EssentialOils Co,WELLNESS_SPA
2023-03-25,4736.71,TechConcierge,WELLNESS_SPA
2023-03-25,3653.76,FlowerDesign,WELLNESS_SPA
2023-03-26,2962.58,EssentialOils Co,HOUSEKEEPING
2023-03-26,608.49,GourmetImports,HOUSEKEEPING
2023-03-26,6683.98,LuxuryLinens,POOLSIDE
2023-03-26,324.8,TechConcierge,POOLSIDE
2023-03-26,2947.02,FlowerDesign,POOLSIDE
2023-03-26,558.94,GourmetImports,RESTAURANT
2023-03-26,6038.84,FlowerDesign,RESTAURANT
2023-03-26,3341.54,GourmetImports,WELLNESS_SPA
2023-03-26,390.93,FlowerDesign,WELLNESS_SPA
2023-03-27,995.21,GourmetImports,HOUSEKEEPING
2023-03-27,1840.27,FlowerDesign,HOUSEKEEPING
2023-03-27,5050.8,GourmetImports,POOLSIDE
2023-03-27,1786.31,TechConcierge,RESTAURANT
2023-03-27,3405.62,LuxuryLinens,WELLNESS_SPA
2023-03-27,1741.89,EssentialOils Co,WELLNESS_SPA
2023-03-28,688.44,TechConcierge,HOUSEKEEPING
2023-03-28,982.39,EssentialOils Co,HOUSEKEEPING
2023-03-28,7088.89,FlowerDesign,POOLSIDE
2023-03-28,1000.4,GourmetImports,RESTAURANT
2023-03-28,2445.59,TechConcierge,WELLNESS_SPA
2023-03-28,3613.15,PoolChem Experts,WELLNESS_SPA
2023-03-29,1791.14,PoolChem Experts,HOUSEKEEPING
2023-03-29,215.64,GourmetImports,HOUSEKEEPING
2023-03-29,2586.21,LuxuryLinens,POOLSIDE
2023-03-29,2409.14,LuxuryLinens,RESTAURANT
2023-03-29,1636.75,EssentialOils Co,RESTAURANT
2023-03-29,7512.43,LuxuryLinens,WELLNESS_SPA
2023-03-29,1465.14,TechConcierge,WELLNESS_SPA
2023-03-29,606.37,GourmetImports,WELLNESS_SPA
2023-03-30,594.8,GourmetImports,HOUSEKEEPING
2023-03-30,546.08,FlowerDesign,HOUSEKEEPING
2023-03-30,4530.37,EssentialOils Co,POOLSIDE
2023-03-30,3295.74,FlowerDesign,POOLSIDE
2023-03-30,1739.36,GourmetImports,RESTAURANT
2023-03-30,5192.34,FlowerDesign,RESTAURANT
2023-03-30,1120.82,LuxuryLinens,WELLNESS_SPA
2023-03-30,815.43,EssentialOils Co,WELLNESS_SPA
2023-03-31,2000.87,GourmetImports,HOUSEKEEPING
2023-03-31,1081.08,FlowerDesign,HOUSEKEEPING
2023-03-31,5442.66,LuxuryLinens,POOLSIDE
2023-03-31,1764.4,EssentialOils Co,POOLSIDE
2023-03-31,1774.99,FlowerDesign,POOLSIDE
2023-03-31,385.99,GourmetImports,RESTAURANT
2023-03-31,743.07,FlowerDesign,RESTAURANT
2023-03-31,440.44,GourmetImports,WELLNESS_SPA
2023-03-31,1622.62,FlowerDesign,WELLNESS_SPA
2023-04-01,7306.22,GourmetImports,HOUSEKEEPING
2023-04-01,964.14,FlowerDesign,HOUSEKEEPING
2023-04-01,4404.1,GourmetImports,POOLSIDE
2023-04-01,5272.02,FlowerDesign,POOLSIDE
2023-04-01,3326.06,GourmetImports,RESTAURANT
2023-04-01,2527.14,PoolChem Experts,WELLNESS_SPA
2023-04-01,713.66,GourmetImports,WELLNESS_SPA
2023-04-02,4744.66,GourmetImports,HOUSEKEEPING
2023-04-02,1861.38,FlowerDesign,HOUSEKEEPING
2023-04-02,681.81,LuxuryLinens,POOLSIDE
2023-04-02,2923.89,EssentialOils Co,POOLSIDE
2023-04-02,4023.68,LuxuryLinens,RESTAURANT
2023-04-02,1129.07,EssentialOils Co,RESTAURANT
2023-04-02,763.32,LuxuryLinens,WELLNESS_SPA
2023-04-02,1115.29,EssentialOils Co,WELLNESS_SPA
2023-04-02,717.77,FlowerDesign,WELLNESS_SPA
2023-04-03,537.12,LuxuryLinens,HOUSEKEEPING
2023-04-03,238.79,EssentialOils Co,HOUSEKEEPING
2023-04-03,890.17,GourmetImports,POOLSIDE
2023-04-03,1460.47,FlowerDesign,POOLSIDE
2023-04-03,2013.39,TechConcierge,RESTAURANT
2023-04-03,515.13,EssentialOils Co,RESTAURANT
2023-04-03,1633.05,LuxuryLinens,WELLNESS_SPA
2023-04-03,2002.56,EssentialOils Co,WELLNESS_SPA
2023-04-04,4431.64,GourmetImports,HOUSEKEEPING
2023-04-04,8453.74,FlowerDesign,HOUSEKEEPING
2023-04-04,4981.9,TechConcierge,POOLSIDE
2023-04-04,1526.62,EssentialOils Co,POOLSIDE
2023-04-04,2881.2,EssentialOils Co,RESTAURANT
2023-04-04,4671.69,GourmetImports,RESTAURANT
2023-04-04,1979.83,PoolChem Experts,WELLNESS_SPA
2023-04-04,886.23,GourmetImports,WELLNESS_SPA
2023-04-05,6159.83,GourmetImports,HOUSEKEEPING
2023-04-05,2730.47,FlowerDesign,HOUSEKEEPING
2023-04-05,829.43,TechConcierge,POOLSIDE
2023-04-05,1305.06,PoolChem Experts,POOLSIDE
2023-04-05,5969.26,FlowerDesign,POOLSIDE
2023-04-05,4057.85,LuxuryLinens,RESTAURANT
2023-04-05,2557.96,FlowerDesign,RESTAURANT
2023-04-05,520.86,TechConcierge,WELLNESS_SPA
2023-04-06,7506.22,TechConcierge,HOUSEKEEPING
2023-04-06,3220.46,EssentialOils Co,HOUSEKEEPING
2023-04-06,2396.62,GourmetImports,POOLSIDE
2023-04-06,1784.92,EssentialOils Co,RESTAURANT
2023-04-06,12306.31,TechConcierge,RESTAURANT
2023-04-06,1132.21,EssentialOils Co,WELLNESS_SPA
2023-04-06,3570.45,PoolChem Experts,WELLNESS_SPA
2023-04-07,958.2,PoolChem Experts,HOUSEKEEPING
2023-04-07,257.31,GourmetImports,HOUSEKEEPING
2023-04-07,1114.44,LuxuryLinens,POOLSIDE
2023-04-07,5177.99,PoolChem Experts,POOLSIDE
2023-04-07,5673.94,FlowerDesign,POOLSIDE
2023-04-07,1482.48,EssentialOils Co,RESTAURANT
2023-04-07,555.4,GourmetImports,WELLNESS_SPA
2023-04-07,10884.86,FlowerDesign,WELLNESS_SPA
2023-04-08,434.75,TechConcierge,HOUSEKEEPING
2023-04-08,3280.36,EssentialOils Co,HOUSEKEEPING
2023-04-08,4085.1,PoolChem Experts,HOUSEKEEPING
2023-04-08,5905.41,PoolChem Experts,POOLSIDE
2023-04-08,9638.78,GourmetImports,POOLSIDE
2023-04-08,2096.37,LuxuryLinens,RESTAURANT
2023-04-08,1352.92,EssentialOils Co,RESTAURANT
2023-04-08,915.23,TechConcierge,WELLNESS_SPA
2023-04-08,510.59,EssentialOils Co,WELLNESS_SPA
2023-04-08,3284.75,LuxuryLinens,WELLNESS_SPA
2023-04-09,2129.78,LuxuryLinens,HOUSEKEEPING
2023-04-09,864.35,EssentialOils Co,HOUSEKEEPING
2023-04-09,708.32,LuxuryLinens,POOLSIDE
2023-04-09,1965.82,EssentialOils Co,POOLSIDE
2023-04-09,2383.98,FlowerDesign,RESTAURANT
2023-04-09,838.88,LuxuryLinens,WELLNESS_SPA
2023-04-09,808.21,PoolChem Experts,WELLNESS_SPA
2023-04-10,928.0,PoolChem Experts,HOUSEKEEPING
2023-04-10,6265.08,GourmetImports,POOLSIDE
2023-04-10,690.55,FlowerDesign,POOLSIDE
2023-04-10,1461.09,EssentialOils Co,RESTAURANT
2023-04-10,2044.52,PoolChem Experts,RESTAURANT
2023-04-10,2998.48,FlowerDesign,RESTAURANT
2023-04-10,7684.01,PoolChem Experts,WELLNESS_SPA
2023-04-10,5307.3,GourmetImports,WELLNESS_SPA
2023-04-10,505.44,FlowerDesign,WELLNESS_SPA
2023-04-11,758.19,EssentialOils Co,HOUSEKEEPING
2023-04-11,599.97,PoolChem Experts,HOUSEKEEPING
2023-04-11,7179.26,FlowerDesign,HOUSEKEEPING
2023-04-11,3317.15,GourmetImports,POOLSIDE
2023-04-11,672.98,FlowerDesign,POOLSIDE
2023-04-11,1722.97,PoolChem Experts,RESTAURANT
2023-04-11,912.89,GourmetImports,RESTAURANT
2023-04-11,1086.83,FlowerDesign,RESTAURANT
2023-04-11,2241.01,EssentialOils Co,WELLNESS_SPA
2023-04-12,5777.16,FlowerDesign,HOUSEKEEPING
2023-04-12,2602.63,TechConcierge,POOLSIDE
2023-04-12,3806.91,FlowerDesign,POOLSIDE
2023-04-12,1041.99,LuxuryLinens,RESTAURANT
2023-04-12,8548.36,EssentialOils Co,RESTAURANT
2023-04-12,3964.17,LuxuryLinens,WELLNESS_SPA
2023-04-12,5663.35,EssentialOils Co,WELLNESS_SPA
2023-04-13,3457.9,EssentialOils Co,HOUSEKEEPING
2023-04-13,2375.36,GourmetImports,HOUSEKEEPING
2023-04-13,3346.78,LuxuryLinens,POOLSIDE
2023-04-13,611.09,EssentialOils Co,POOLSIDE
2023-04-13,248.7,LuxuryLinens,RESTAURANT
2023-04-13,3920.87,EssentialOils Co,RESTAURANT
2023-04-13,1484.67,EssentialOils Co,WELLNESS_SPA
2023-04-13,632.93,PoolChem Experts,WELLNESS_SPA
2023-04-14,593.82,PoolChem Experts,HOUSEKEEPING
2023-04-14,1782.85,FlowerDesign,HOUSEKEEPING
2023-04-14,8284.49,GourmetImports,POOLSIDE
2023-04-14,1851.66,LuxuryLinens,RESTAURANT
2023-04-14,20898.5,TechConcierge,RESTAURANT
2023-04-14,3608.95,GourmetImports,RESTAURANT
2023-04-14,1396.32,GourmetImports,WELLNESS_SPA
2023-04-14,840.28,FlowerDesign,WELLNESS_SPA
2023-04-15,7559.01,LuxuryLinens,HOUSEKEEPING
2023-04-15,1265.1,EssentialOils Co,HOUSEKEEPING
2023-04-15,414.06,EssentialOils Co,POOLSIDE
2023-04-15,1671.9,PoolChem Experts,POOLSIDE
2023-04-15,633.78,EssentialOils Co,RESTAURANT
2023-04-15,2524.51,PoolChem Experts,RESTAURANT
2023-04-15,784.22,FlowerDesign,RESTAURANT
2023-04-15,5132.48,GourmetImports,WELLNESS_SPA
2023-04-15,2780.46,FlowerDesign,WELLNESS_SPA
2023-04-16,553.51,LuxuryLinens,HOUSEKEEPING
2023-04-16,1752.53,LuxuryLinens,POOLSIDE
2023-04-16,1307.99,EssentialOils Co,POOLSIDE
2023-04-16,7910.48,PoolChem Experts,RESTAURANT
2023-04-16,630.73,TechConcierge,WELLNESS_SPA
2023-04-16,2101.8,PoolChem Experts,WELLNESS_SPA
2023-04-16,711.15,GourmetImports,WELLNESS_SPA
2023-04-17,1385.03,TechConcierge,HOUSEKEEPING
2023-04-17,3214.28,GourmetImports,HOUSEKEEPING
2023-04-17,992.47,EssentialOils Co,POOLSIDE
2023-04-17,2880.73,TechConcierge,POOLSIDE
2023-04-17,2179.9,LuxuryLinens,POOLSIDE
2023-04-17,631.31,LuxuryLinens,RESTAURANT
2023-04-17,476.01,PoolChem Experts,RESTAURANT
2023-04-17,847.65,LuxuryLinens,WELLNESS_SPA
2023-04-17,511.36,EssentialOils Co,WELLNESS_SPA
2023-04-18,3443.36,PoolChem Experts,HOUSEKEEPING
2023-04-18,6418.28,GourmetImports,HOUSEKEEPING
2023-04-18,6363.95,FlowerDesign,HOUSEKEEPING
2023-04-18,5734.83,LuxuryLinens,POOLSIDE
2023-04-18,1860.14,TechConcierge,POOLSIDE
2023-04-18,398.73,FlowerDesign,POOLSIDE
2023-04-18,4835.68,GourmetImports,RESTAURANT
2023-04-18,5191.74,GourmetImports,WELLNESS_SPA
2023-04-18,18945.47,FlowerDesign,WELLNESS_SPA
2023-04-19,286.97,LuxuryLinens,HOUSEKEEPING
2023-04-19,2437.33,EssentialOils Co,HOUSEKEEPING
2023-04-19,6846.47,EssentialOils Co,POOLSIDE
2023-04-19,2155.95,TechConcierge,POOLSIDE
2023-04-19,1513.03,GourmetImports,POOLSIDE
2023-04-19,1063.64,LuxuryLinens,RESTAURANT
2023-04-19,2008.1,EssentialOils Co,RESTAURANT
2023-04-19,1807.41,LuxuryLinens,WELLNESS_SPA
2023-04-19,1775.3,EssentialOils Co,WELLNESS_SPA
2023-04-19,3240.15,FlowerDesign,WELLNESS_SPA
2023-04-20,357.98,GourmetImports,HOUSEKEEPING
2023-04-20,1681.26,FlowerDesign,HOUSEKEEPING
2023-04-20,11284.24,GourmetImports,POOLSIDE
2023-04-20,826.08,FlowerDesign,POOLSIDE
2023-04-20,6700.1,LuxuryLinens,RESTAURANT
2023-04-20,1441.12,EssentialOils Co,RESTAURANT
2023-04-20,297.75,LuxuryLinens,WELLNESS_SPA
2023-04-20,1820.52,PoolChem Experts,WELLNESS_SPA
2023-04-21,309.95,LuxuryLinens,HOUSEKEEPING
2023-04-21,16748.78,GourmetImports,HOUSEKEEPING
2023-04-21,4016.91,FlowerDesign,POOLSIDE
2023-04-21,4430.15,LuxuryLinens,RESTAURANT
2023-04-21,2965.74,TechConcierge,WELLNESS_SPA
2023-04-21,456.21,FlowerDesign,WELLNESS_SPA
2023-04-22,5188.74,GourmetImports,HOUSEKEEPING
2023-04-22,5767.76,FlowerDesign,HOUSEKEEPING
2023-04-22,2277.58,GourmetImports,POOLSIDE
2023-04-22,7577.9,FlowerDesign,POOLSIDE
2023-04-22,6900.45,LuxuryLinens,RESTAURANT
2023-04-22,1352.02,GourmetImports,RESTAURANT
2023-04-22,734.08,GourmetImports,WELLNESS_SPA
2023-04-23,872.87,LuxuryLinens,HOUSEKEEPING
2023-04-23,3612.66,EssentialOils Co,HOUSEKEEPING
2023-04-23,725.62,GourmetImports,POOLSIDE
2023-04-23,1191.73,GourmetImports,RESTAURANT
2023-04-23,476.82,FlowerDesign,RESTAURANT
2023-04-23,687.81,EssentialOils Co,WELLNESS_SPA
2023-04-24,4522.28,LuxuryLinens,HOUSEKEEPING
2023-04-24,1915.84,PoolChem Experts,HOUSEKEEPING
2023-04-24,1631.6,GourmetImports,HOUSEKEEPING
2023-04-24,4159.35,TechConcierge,POOLSIDE
2023-04-24,1332.74,PoolChem Experts,POOLSIDE
2023-04-24,4275.31,GourmetImports,POOLSIDE
2023-04-24,862.79,TechConcierge,RESTAURANT
2023-04-24,2556.98,GourmetImports,WELLNESS_SPA
2023-04-24,1788.94,FlowerDesign,WELLNESS_SPA
2023-04-25,2295.14,PoolChem Experts,HOUSEKEEPING
2023-04-25,1996.07,GourmetImports,POOLSIDE
2023-04-25,3258.73,LuxuryLinens,RESTAURANT
2023-04-25,634.75,EssentialOils Co,RESTAURANT
2023-04-25,1077.95,TechConcierge,RESTAURANT
2023-04-25,344.89,EssentialOils Co,WELLNESS_SPA
2023-04-26,1032.02,LuxuryLinens,HOUSEKEEPING
2023-04-26,3218.93,TechConcierge,HOUSEKEEPING
2023-04-26,6751.71,LuxuryLinens,POOLSIDE
2023-04-26,22109.88,GourmetImports,POOLSIDE
2023-04-26,4358.64,GourmetImports,RESTAURANT
2023-04-26,4792.24,FlowerDesign,RESTAURANT
2023-04-26,950.28,TechConcierge,WELLNESS_SPA
2023-04-26,8992.44,EssentialOils Co,WELLNESS_SPA
2023-04-26,11670.5,GourmetImports,WELLNESS_SPA
2023-04-27,1066.26,LuxuryLinens,HOUSEKEEPING
2023-04-27,3019.52,EssentialOils Co,HOUSEKEEPING
2023-04-27,10475.8,LuxuryLinens,POOLSIDE
2023-04-27,5085.04,PoolChem Experts,POOLSIDE
2023-04-27,935.79,GourmetImports,POOLSIDE
2023-04-27,935.48,LuxuryLinens,RESTAURANT
2023-04-27,439.05,EssentialOils Co,RESTAURANT
2023-04-27,3479.75,GourmetImports,WELLNESS_SPA
2023-04-27,672.14,FlowerDesign,WELLNESS_SPA
2023-04-28,2293.82,LuxuryLinens,HOUSEKEEPING
2023-04-28,2638.07,EssentialOils Co,HOUSEKEEPING
2023-04-28,639.62,PoolChem Experts,HOUSEKEEPING
2023-04-28,5445.2,GourmetImports,POOLSIDE
2023-04-28,591.42,FlowerDesign,POOLSIDE
2023-04-28,446.27,FlowerDesign,RESTAURANT
